"NOM";"CP";"LATTI";"LONGI";"Site";"SOUS_TYPE";"COMMUNE"
"Les Rues cambolesques";"81100";43.61565112;2.23787232;"https://www.ville-castres.fr/fr/agenda/rues-cambolesques-2021-2";"Musique";"CASTRES"
"Festival des tragos";"83240";43.18190558;6.52121721;"www.tragos.fr";"Spectacle vivant";"CAVALAIRE-SUR-MER"
"Celtie d Oc";"09160";42.998054;1.03529655;"https://www.celtiedoc.fr/";"Musique";"CAZAVET"
"Les musicales du jeudi";"05600";44.65265162;6.8036619;"www.ceillac.com";"Musique";"CEILLAC"
"Détours du monde";"48230";44.45022006;3.34457978;"https://detoursdumonde.org/";"Musique";"CHANAC"
"Coup de théâtre à auribeau";"06810";43.61240687;6.91211357;"Coup de théâtre à Auribeau (Facebook)";"Spectacle vivant";"AURIBEAU-SUR-SIAGNE"
"Festival du conte des collines de l Hermitage";"26600";45.05722856;4.91832007;"https://www.famillesrurales.org/chanos-curson-colline-de-l-hermitage/";"Livre";"CHANOS_CURSON"
"Les vendanges musicales";"25440";45.89118755;4.66063187;"www.lesvendangesmusicales.fr";"Musique";"CHARNAY"
"Festival international d orgue de Chartres";"28000";48.44714649;1.50570611;"http://www.orgues-chartres.org/";"Musique";"CHARTRES"
"Jazz de mars";"28000";48.44714649;1.50570611;"www.jazzdemars.com";"Musique";"CHARTRES"
"Berry Lait";"36000";46.80296178;1.69399812;"http://festival-berry-lait.fr/";"Musique";"CHATEAUROUX"
"Be Bop Or Be Dead";"90000";47.64715394;6.84541206;"https://bonus-track.fr/";"Musique";"BELFORT"
"Festival de la BD de Cluny";"71250";46.43036286;4.67033276;"https://festival-bd-cluny.fr/";"Livre";"CLUNY"
"Festival Polar de Cognac";"16100";45.69623266;-0.33507942;"www.festival-polar-cognac.fr";"Cinéma";"COGNAC"
"Festival de jazz";"66190";42.51301073;3.07254121;"https://collioure.fr/fr/art-culture/actu_culture/les-vendredis-du-jazz-1";"Musique";"COLLIOURE"
"Musicales du Château de Commarin";"21320";47.2495526;4.65314181;"https://www.amis-chateau-commarin.com/";"Musique";"COMMARIN"
"La Marche des conteurs";"11160";43.20367306;2.76215029;"http://www.lamarchedesconteurs.org/";"Livre";"CORBIERES-EN-MINERVOIS"
"Festival du livre jeunesse de Cosne-Sur-Loire";"58200";47.40290994;2.94284104;"non renseigne";"Livre";"COSNE-COURS-SUR-LOIRE"
"Le Printemps des Poètes";"57150";49.20911159;6.68082894;"mediatheque.ccw@gmail.com";"Pluridisciplinaire";"CREUTZWALD"
"Diep-Haven";"76200";49.9222504;1.08681168;"https://www.diephaven.org/";"Arts visuels";"DIEPPE"
"Génériq Festival";"21000";47.3229438;5.03788806;"www.generiq-festival.com";"Musique";"DIJON"
"L imprudanse";"83300";43.53575133;6.45436569;"www.theatresendracenie.com";"Spectacle vivant";"DRAGUIGNAN"
"Festival Les Murmures du Val";"39460";46.65905506;6.06154968;"https://lesmurmuresduval.wixsite.com/lesmurmuresduval";"Musique";"FONCINE-LE-HAUT"
"Boudu la Jongle";"31150";43.70759321;1.36359468;"https://www.parhazart.org/";"Spectacle vivant";"GAGNAC-SUR-GARONNE"
"Festival de l humour";"45500";47.71227944;2.6654955;"non renseigne";"Spectacle vivant";"GIEN"
"Festival Lily";"97190";16.2252192;-61.46987767;"https://www.facebook.com/FestivalLily971";"Musique";"GOSIER"
"Un piano à grans";"13450";43.61422259;5.04474559;"https://musiquealaferme.com/presentation-du-festival-un-piano-a-grans/";"Musique";"GRANS"
"Festival Lire en Ville";"16380";45.58127078;0.3991962;"http://compagnielunedailes.jimdo.com/";"Spectacle vivant";"GRASSAC"
"Festival Rues d été";"81300";43.75765622;2.00122513;"http://ruesdete.fr/";"Spectacle vivant";"GRAULHET"
"Savoie en livres";"73460";45.60097061;6.2461153;"https://auvergnerhonealpes-livre-lecture.org/annuaires/manifestations/2158";"Livre";"GRESY-SUR-ISERE"
"Bluesin (A)Out";"62600";50.38526216;1.60399303;"non renseigne";"Musique";"GROFFLIERS"
"Festival de la Saint-Loup";"22200";48.56127595;-3.15330224;"non renseigne";"Musique";"GUINGAMP"
"Festival Aux Champs";"19330";45.31242059;1.62266238;"http://www.tuberculture.fr/";"Musique";"CHANTEIX"
"Musiques en Haut//Estivales des Orgues";"39700";46.52584254;6.03328656;"estivales-des-orgues.fr";"Musique";"HAUTS_DE_BIENNE"
"Des Ronds dans l Eau";"56700";47.8075566;-3.2697156;"non renseigne";"Musique";"HENNEBONT"
"Hiboux et le Chien blanc";"25250";47.38091067;6.6389694;"http://hiboux-chien-blanc.weebly.com";"Musique";"HYEMONDANS"
"Festival BD et littérature jeunesse";"26160";44.55227495;4.93110207;"http://opalebd.com/festivals/details/522";"Livre";"LA_BEGUDE-DE-MAZENC"
"Cinéma et ruralité";"73410";45.75909928;5.9159317;"www.cinerural-labiolle.org";"Cinéma";"LA_BIOLLE"
"Festival des Anches d Azur";"83420";43.19518907;6.58628136;"http://www.cote.azur.fr/actualites/info_festivals_musique-classique_15089.htm";"Musique";"LA_CROIX-VALMER"
"Ferté Jazz";"77260";48.95401641;3.12762174;"https://www.fertejazz.com/";"Musique";"LA_FERTE-SOUS-JOUARRE"
"Jazz in Aiacciu";"20000";41.93479266;8.70132276;"http://www.jazzinaiacciu.com/";"Musique";"AJACCIO"
"Festival du rire";"83250";43.45746254;6.8473421;"http://www.ville-lalondelesmaures.fr/";"Spectacle vivant";"LA_LONDE-LES-MAURES"
"Au Grès Du Jazz";"67270";48.86575972;7.32734776;"www.festival-augresdujazz.com";"Musique";"LA_PETITE_PIERRE"
"R. Pop";"85000";46.66752616;-1.40779541;"https://www.festival-rpop.fr/";"Musique";"LA_ROCHE-SUR-YON"
"Festival international de cinéma Ciné sans frontières (films en VOSTF)";"33260";44.55618231;-1.17530827;"https://cinesansfrontieres.jimdofree.com/";"Cinéma";"LA_TESTE-DE-BUCH"
"Festival de Luth";"33760";44.70324233;-0.24674924;"non renseigne";"Musique";"LADAUX"
"Lieux Mouvants";"22480";48.35907154;-3.21502058;"www.lieux-mouvants.com";"Pluridisciplinaire";"LANRIVAIN"
"Bob Arts";"36300";46.63462003;1.10013221;"https://www.facebook.com/assoenchantier/";"Musique";"LE_BLANC"
"Les zincs chantent";"07100";45.24609024;4.65026947;"http://www.smac07.com/evenements/2017-2018/237/11eme-festival-les-zincs-chantent";"Musique";"ANNONAY"
"Festival international de vidéo danse de Bourgogne";"69620";46.79527448;4.49374098;"https://videodansebourgogne.com";"Cinéma";"LE_BREUIL"
"Lire en Baie";"80550";50.24391233;1.62316246;"www.lireenbaie.fr";"Livre";"LE_CROTOY"
"Les festivals d Eyguieres";"13430";43.7025563;5.01557705;"http://www.eyguieres.org/";"Musique";"EYGUIERES"
"Festivale de théâtre de rue";"83980";43.1656103;6.41231278;"www.ot-lelavandou.fr";"Spectacle vivant";"LE_LAVANDOU"
"Nomade Reggae festival";"74160";46.1104409;6.07310573;"http://www.nomadereggaefestival.com";"Musique";"FEIGERES"
"Festival de musique à Saint-Flour-du-Pompidou";"48110";44.2034837;3.65983483;"https://www.saintflourdupompidou.fr/";"Musique";"LE_POMPIDOU"
"Salon du livre Le Touquet";"62400";50.50839845;1.59923821;"www.letouquet.com";"Livre";"LE_TOUQUET"
"Roc h Holoch";"29450";48.39385782;-4.12922039;"non renseigne";"Musique";"LE_TREHOU"
"Trieux Tonic Blues";"22740";48.80363028;-3.10892127;"http://trieuxtonicblues.fr/";"Musique";"LEZARDRIEUX"
"Fest  Arts";"33500";44.91307679;-0.23470933;"www.festarts.com";"Spectacle vivant";"LIBOURNE"
"Escales Photos Festival du Mor Braz";"56740";47.57803723;-2.96305094;"www.escalesphotos.fr";"Arts visuels";"LOCMARIAQUER"
"Festival International de Jazz à Louviers";"27400";49.22060992;1.1534003;"www.arte-art.com";"Musique";"LOUVIERS"
"Les arts verts";"13420";43.29810442;5.64391464;"https://www.mairie-gemenos.fr/";"Musique";"GEMENOS"
"Festival de musique de chambre";"71000";46.32055118;4.8184253;"ensembletetraktys.com";"Musique";"MACON"
"Tek A(Rt) Ticket";"47200";44.50551768;0.17217428;"http://www.mairie-marmande.fr/";"Spectacle vivant";"MARMANDE"
"Festival du Polar";"44470";47.31613011;-1.40277408;"www.mauvesennoir.com";"Livre";"MAUVES-SUR-LOIRE"
"Festiv ART";"77000";48.54447236;2.65795822;"non renseigne";"Arts visuels";"MELUN"
"Festival international du Film de Ménigoute";"79340";46.49274325;-0.06570788;"https://www.menigoute-festival.org";"Cinéma";"MENIGOUTE"
"Les Fabricoles";"45130";47.83972307;1.6981158;"https://lesfabricoles.wixsite.com";"Spectacle vivant";"MEUNG-SUR-LOIRE"
"Festival du Fantastique Et de L imaginaire";"19500";45.05038784;1.68376617;"https://aicontis.jimdofree.com/";"Livre";"MEYSSAC"
"Dub Camp";"44440";47.50924375;-1.42943495;"https://www.dubcampfestival.com/";"Musique";"JOUE-SUR-ERDRE"
"Les oniriques";"69330";45.77708997;5.00632679;"http://www.lesoniriques.fr";"Livre";"MEYZIEU"
"Rien à voir ! Itinéraire sonore";"81640";44.07879159;2.09845237;"https://www.ladepeche.fr/2021/08/31/festival-rien-a-voir-itineraire-sonore-9759936.php";"Musique";"MONESTIES"
"Festival de la sculpture de l’espace Bourdelle";"82000";44.02225946;1.36408637;"http://www.leguidedesfestivals.com/2016-festival-de-la-sculpture-27402.html";"Arts visuels";"MONTAUBAN"
"Au fil des notes";"86500";46.42639788;0.89545835;"http://www.figarosifigarola.com/";"Spectacle vivant";"MONTMORILLON"
"Odyssée spectacle";"12630";44.39498176;2.72127812;"https://odysseelespectacle.com/";"Spectacle vivant";"MONTROZIER"
"À morières de rire";"84310";43.93377888;4.90875878;"www.amorieresderire-festival.fr";"Spectacle vivant";"MORIERES-LES-AVIGNON"
"Châteauneuf sous les étoiles";"06740";43.66563458;6.97914059;"www.ville-chateauneuf.fr";"Musique";"CHATEAUNEUF-GRASSE"
"A Cup of Blues";"49300";47.0454403;-0.87788619;"http://www.jardindeverre.fr/a-cup-of-blues/";"Musique";"CHOLET"
"Au fil du son";"18290";46.14122323;0.30098736;"www.aufilduson.com";"Musique";"CIVRAY"
"Touquet Music Beach";"62520";50.50839845;1.59923821;"https://www.touquetmusicbeach.com";"Musique";"LE_TOUQUET-PARIS-PLAGE"
"Rock en Sèvre / Le Festival Sur La Brèche";"79000";46.32826024;-0.46535302;"http://lespiedssurscene.c.la";"Musique";"NIORT"
"La Rive aux Barges";"44390";47.44712229;-1.51824793;"www.lariveauxbarges.com";"Musique";"NORT-SUR-ERDRE"
"Au Fil de La Marionnette";"64400";43.15608712;-0.58754624;"http://www.hautbearn.fr/";"Spectacle vivant";"OLORON-SAINTE-MARIE"
"Ornai songs";"11200";43.17846196;2.83659066;"https://festivalornaisongs.wixsite.com/ornaisongs";"Musique";"ORNAISONS"
"Clignancourt danse sur les rails";"75018";48.8567;2.3508;"www.lesjardinsduruisseau.fr";"Spectacle vivant";"PARIS"
"Crak";"75004";48.85422828;2.35736194;"www.crakfestival.com";"Musique";"PARIS"
"Les Maquis Culturels";"75013";48.8567;2.3508;"www.clapnoir.org";"Cinéma";"PARIS"
"Mois de la photo";"75014";48.8567;2.3508;"non renseigne";"Arts visuels";"PARIS"
"Tribu festival";"21000";47.3229438;5.03788806;"www.tribufestival.com";"Musique";"DIJON"
"Jazz à Passa";"66300";42.56500785;2.80463901;"https://passamairie.jimdofree.com/tourisme-et-patrimoine/jazz-%C3%A0-passa/";"Musique";"PASSA"
"Festival Hestiv oc";"64000";43.32001898;-0.35033792;"http://hestivoc.com/lassociation/";"Spectacle vivant";"PAU"
"Festival de Musique de Chambre";"22700";48.80943934;-3.46769228;"http://www.perros-guirec.com/";"Musique";"PERROS-GUIREC"
"Pirouésie";"50770";49.16466548;-1.55903986;"http://pirouesie.net/";"Livre";"PIROU"
"Rock en Stock";"62810";50.52358168;1.65199986;"www.rockenstock.fr";"Musique";"ETAPLES-SUR-MER"
"Vivons les mots";"06210";43.53805105;6.91808937;"https//m.faczbook.com/vivonslesmots/";"Livre";"MANDELIEU-LA-NAPOULE"
"L estival";"78300";48.92353594;2.02715553;"lestival.fr";"Musique";"POISSY"
"Hoop  Festival";"24160";45.32930544;1.06217895;"http://hoopfestival.fr/";"Musique";"EXCIDEUIL"
"Fête du livre jeunesse";"04100";43.83540408;5.79106654;"https://eclatdelire.eu/";"Livre";"MANOSQUE"
"Les Renc Arts à Pornichet";"44380";47.26157917;-2.31415651;"www.rencarts.fr";"Spectacle vivant";"PORNICHET"
"Festival BD de Puteaux";"92800";48.8837095;2.23834178;"non renseigne";"Livre";"PUTEAUX"
"La Défense Jazz Festival";"92800";48.8837095;2.23834178;"www.ladefensejazzfestival.hauts-de-seine.net";"Musique";"PUTEAUX"
"Les rockailles";"74930";46.13534799;6.26126123;"http://lesrockailles.com/";"Musique";"REIGNIER-ESERY"
"Jap anime";"51100";49.25149061;4.04023023;"https://www.facebook.com/Japanime-Reims-102823874529750/";"Cinéma";"REIMS"
"BD art";"42800";45.5232369;4.61000981;"https://auvergnerhonealpes-livre-lecture.org/annuaires/manifestations/2345";"Livre";"RIVE-DE-GIER"
"Les Voix de Noël";"85590";46.42472699;-0.66599525;"www.sitesculturels.vendee.fr";"Musique";"RIVES-D_AUTISE"
"Festival des Premieres parties";"12000";44.35824263;2.56727939;"https://www.facebook.com/events/le-club-rodez/festival-des-premi%C3%A8res-parties/1504657429828067/";"Musique";"RODEZ"
"En Images";"95700";49.00660444;2.51417744;"https://www.facebook.com/festivalenimages/";"Arts visuels";"ROISSY-EN-FRANCE"
"Jazz in Rosko";"29680";48.71233629;-3.98972288;"jazzinrosko.net";"Musique";"ROSCOFF"
"Silence";"93110";48.87457638;2.48634046;"www.rosnysousbois.fr";"Cinéma";"ROSNY-SOUS-BOIS"
"La Route des Carrelets";"17200";45.63465742;-1.01791403;"http://territoires-imaginaires.fr/";"Spectacle vivant";"ROYAN"
"Printemps musical en Pays Roannais";"42370";46.02723618;3.93483214;"www.printempsmusical.com";"Musique";"SAINT-ANDRE-D_APCHON"
"Vive le feu";"41350";47.61769247;1.4196045;"https://www.facebook.com/lesassociables/";"Musique";"SAINT-CLAUDE-DE-DIRAY"
"Festhéa";"37540";47.41856506;0.65785662;"http://festhea.free.fr";"Spectacle vivant";"SAINT-CYR-SUR-LOIRE"
"Les monstrueuses rencontres";"26260";45.12601275;4.98461566;"http://www.mjc-herbasse.fr/mjc/index.php?option=com_content&view=article&id=71&Itemid=65";"Spectacle vivant";"SAINT-DONAT-SUR-L_HERBASSE"
"Festi lalie";"07510";44.90166621;-0.47903925;"http://www.facebook.com/festilalie/";"Spectacle vivant";"SAINTE-EULALIE"
"Jours de fête du court métrage d humour";"36160";46.50422193;2.06769603;"http://www.tatienfete.com/";"Cinéma";"SAINTE-SEVERE-SUR-INDRE"
"Blues en Loire";"58400";47.1835862;3.02885516;"Www.bluesenloire.com";"Musique";"LA_CHARITE-SUR-LOIRE"
"Les Brumes en jeune Loire";"43600";45.24704262;4.22851598;"www.lesbrumes.fr";"Musique";"SAINTE-SIGOLENE"
"Détours en Cinécourt";"31180";43.68488508;1.48047033;"www.cinecourt-bellevue.com";"Cinéma";"SAINT-GENIES-BELLEVUE"
"Place aux nouvelles";"82110";44.26429957;1.1271327;"http://www.placeauxnouvelles.fr/";"Livre";"LAUZERTE"
"Festival Baleapop";"64500";43.39478869;-1.63099022;"https://www.baleapop.com/";"Musique";"SAINT-JEAN-DE-LUZ"
"Jazz au fil du Cher";"03100";46.30860161;2.6016034;"https://109montlucon.com/actualite/jazz-au-fil-du-cher-2022-decouvrez-la-programmation/";"Musique";"LAVAULT-SAINTE-ANNE"
"Festival international du film de Saint-Jean-de-Luz";"64500";43.39478869;-1.63099022;"https://www.fifsaintjeandeluz.com/";"Cinéma";"SAINT-JEAN-DE-LUZ"
"Classique au large";"35400";48.64004435;-1.98060627;"www.classiqueaularge.fr";"Musique";"SAINT-MALO"
"Festival de la Clarté Dieu";"37370";47.58169051;0.46663769;"https://www.abbayeclartedieu.com/evenement";"Musique";"SAINT-PATERNE-RACAN"
"Festival du film de Saint-Paul-Trois-Châteaux";"26110";44.34828085;4.75744934;"https://festivaldufilm-stpaul.fr/fr";"Cinéma";"SAINT-PAUL-TROIS-CHATEAU"
"Nohant Festival Chopin";"36400";46.64013571;1.95677953;"www.festivalnohant.com";"Musique";"NOHANT-VIC"
"Fifres de Garonne";"33590";44.57919284;-0.19291422;"http://www.sous-fifres.fr/";"Musique";"SAINT-PIERRE-D_AURILLAC"
"À la Croisée des Chap ";"69590";45.63085464;4.45042662;"https://www.lacroiseedeschap.fr/";"Pluridisciplinaire";"SAINT-SYMPHORIEN-SUR-COISE"
"Théâtre d’été à Samatan";"32130";43.49354263;0.93459645;"https://sortir.samatan-gers.com/theatre-dete-a-samatan-2021/";"Spectacle vivant";"SAMATAN"
"Un auteur au bistrot";"74340";46.08784678;6.74329361;"https://www.facebook.com/unauteuraubistrot/";"Livre";"SAMOENS"
"Biltzar des Écrivains du Pays Basque";"64310";43.29623149;-1.58652921;"biltzarsara@gmail.com";"Livre";"SARE"
"Salon du Livre Jeunesse";"24200";44.89835581;1.20664864;"https://salondulivrejeunessedesarlatblog.wordpress.com/";"Livre";"SARLAT-LA-CANEDA"
"Sathonay Blues festival";"69580";45.84025144;4.8856386;"http://www.leguidedesfestivals.com/2022-sathonay-blues-festival-4060735.html";"Musique";"SATHONAY-VILLAGE"
"Empreinte festival";"68390";47.78249801;7.40065795;"Empreinte22 - facebook";"Musique";"SAUSHEIM"
"MusicaSens";"89100";48.1956727;3.29793333;"non renseigne";"Spectacle vivant";"SENS"
"Le Beau Festival";"75018";48.8567;2.3508;"www.lebeaufestival.com";"Musique";"PARIS"
"Les Trad hivernales";"30250";43.77561185;4.08232744;"https://www.tradhivernales.com/";"Musique";"SOMMIERES"
"Festival Un soir au parc";"84800";43.91339759;5.05664278;"www.islesurlasorgue.fr";"Pluridisciplinaire";"SORGUE"
"Suresnes Cités Danse";"92150";48.86984791;2.21965518;"non renseigne";"Spectacle vivant";"SURESNES"
"Alpin Dub";"38570";45.2975466;6.01339575;"http://alpindub.fr/";"Musique";"THEYS"
"La Pamparina";"63300";45.86205541;3.53945259;"www.pamparinalefestival.com www.ville-thiers.fr";"Musique";"THIERS"
"Trèbes en chansons";"11800";43.20546446;2.45954102;"http://www.atrebes.com/?fbclid=IwAR2T9r64jYnNt8PXpUXKrWlqg2JiDCL1aWAMncj5bVpHy4DYqgJWPXpJ-2w";"Musique";"TREBES"
"Festival des scénaristes de Valence";"26000";44.92298117;4.91444013;"http://www.scenarioaulongcourt.com/";"Cinéma";"VALENCE"
"TaParole";"28500";48.86331751;2.44816212;"www.festivaltaparole.org";"Musique";"MONTREUIL"
"Fêtes Historiques";"56000";47.65974938;-2.75714329;"https://www.mairie-vannes.fr/vannesdecouverte/grands-rendez-vous/fetes-historiques-2021/";"Spectacle vivant";"VANNES"
"Promenades Photographiques";"41100";47.80130267;1.06106057;"promenadesphotographiques.com";"Arts visuels";"VENDOME"
"Urban Street Art urbain";"38200";45.52057837;4.88135156;"www.streetarturbain.com";"Arts visuels";"VIENNE"
"Printemps des poètes";"38090";45.61362895;5.15547673;"https://www.printempsdespoetes.com/Mairie-de-Villefontaine";"Livre";"VILLEFONTAINE"
"Rencontres du cinéma francophone";"69400";45.98745967;4.73174007;"www.autrecinema.fr";"Cinéma";"VILLEFRANCHE-SUR-SAONE"
"Festival Villeneuve en scène";"30400";43.97716736;4.79466041;"http://www.festivalvilleneuveenscene.com/";"Spectacle vivant";"VILLENEUVE-LES-AVIGNON"
"Sucs en Scène";"43200";45.13937613;4.13104938;"www.sucsenscene.fr";"Musique";"YSSINGEAUX"
"Les folies vocales d Agen";"47000";44.20281391;0.62558393;"www.foliesvocales.com/";"Musique";"AGEN"
"Rock en maine";"44140";47.07192566;-1.41556456;"Festimaine";"Musique";"AIGREFEUILLE-SUR-MAINE"
"Les Vendanges d octobre";"66200";42.64070195;2.98145485;"http://www.alenya.fr/";"Spectacle vivant";"ALENYA"
"Jazz sur Seine";"75001";48.86263049;2.33629345;"https://www.parisjazzclub.net/fr";"Musique";"PARIS"
"La ronde des copains du monde";"63600";45.55578395;3.75625357;"www.festival-ambert.fr";"Musique";"AMBERT"
"Coconut Music Festival";"17100";45.74223002;-0.64962304;"http://www.coconutmusicfestival.org/";"Musique";"SAINTES"
"Imperial Live festival";"74000";45.89064326;6.12551774;"https://www.imperial-annecy-festival.fr/en";"Musique";"ANNECY"
"Les Héros du quotidien";"71550";47.07707135;4.0924178;"https://www.anost-cinema.fr/post/2021/10/09/Les-H%C3%A9ros-du-quotidien-Prendre-soin";"Cinéma";"ANOST"
"Seytou Africa";"75005";48.84450866;2.34985939;"non renseigne";"Cinéma";"PARIS"
"Festival de l orgue d Argenton";"36200";46.57878626;1.49262831;"http://amisorgueargenton.over-blog.com/";"Musique";"ARGENTON-SUR-CREUSE"
"Salon Livre à part";"94160";48.84244024;2.41921911;"https://www.mairie-saint-mande.fr/";"Livre";"SAINT-MANDE"
"Armentières en bulles";"59280";50.69137975;2.87971553;"http://www.armentieres.fr/mediatheque/";"Livre";"ARMENTIERES"
"BD Mania";"72230";47.92922201;0.19134425;"https://m.facebook.com/BDMania72/";"Livre";"ARNAGE"
"Arras film festival";"62000";50.2898965;2.76587317;"www.arrasfilmfestival.com";"Cinéma";"ARRAS"
"Big Bang Festival";"93300";48.91217226;2.38445514;"www.marvellous-island.fr";"Musique";"AUBERVILLIERS"
"Festival des Cro Mignons";"89000";47.79348823;3.58168282;"www.lesilex.fr";"Musique";"AUXERRE"
"Images Sonores";"89000";47.79348823;3.58168282;"https://imagesonore.net/";"Musique";"AUXERRE"
